SalesOrderID,OrderDate,ProductKey,CustomerKey,Quantity,UnitPrice,UnitCost,DiscountPct,LineType
510252,2025-01-16,1028,2149,12,6.9,3.701,0.0,Sale
500863,2023-09-11,1014,2158,12,9.8,6.631,0.0,Sale
507981,2024-10-21,1014,2104,12,10.09,6.998,0.0,Sale
516735,2025-07-21,1003,2115,6,3.39,1.592,0.0,Sale
500621,2023-08-22,1008,2145,6,6.2,3.56,0.1,Sale
516550,2025-07-15,1017,2107,48,5.2,2.908,0.0,Sale
526840,2026-05-25,1003,2100,24,3.39,1.601,0.05,Sale
507681,2024-10-04,1012,2077,24,14.94,,0.0,Sale
525828,2026-04-24,1023,2048,24,19.63,12.836,0.05,Sale
525752,2026-04-22,1001,2080,6,5.2,2.725,0.0,Sale
900431,2023-09-08,1005,2014,-12,4.3,2.675,0.15,Return
503382,2024-02-29,1011,2178,12,8.9,5.572,0.1,Sale
522958,2026-02-02,1018,2080,12,11.88,6.414,0.0,Sale
509342,2024-12-16,1024,2077,24,14.32,9.023,,Sale
900105,2026-01-19,1025,2010,-12,2.97,1.525,0.0,Return
504113,2024-04-05,1006,2024,12,7.5,4.398,0.0,Sale
524572,2026-03-19,1006,2070,24,7.96,4.542,0.0,Sale
515464,2025-06-18,1018,2170,12,11.54,6.11,0.15,Sale
518494,2025-09-19,1003,2085,6,3.39,1.475,0.0,Sale
518128,2025-09-05,1026,2034,12,5.73,3.602,0.0,Sale
512375,2025-03-27,1015,2126,12,7.62,4.411,0.0,Sale
519828,2025-11-06,1015,2098,12,7.85,4.545,0.15,Sale
513298,2025-04-22,1005,2116,12,4.43,2.773,0.0,Sale
510406,2025-01-23,1027,2146,24,1.96,1.129,0.0,Sale
523983,2026-03-04,1014,2136,12,10.4,7.532,0.0,Sale
514408,2025-05-22,1026,2159,6,5.56,3.429,0.0,Sale
525304,2026-04-09,1003,2103,12,3.39,1.553,0.15,Sale
506167,2024-07-04,1011,2110,12,9.17,5.674,0.05,Sale
900249,2026-01-23,1027,2097,-12,2.02,1.22,0.1,Return
500440,2023-08-07,1024,2026,24,13.9,8.377,0.05,Sale
522211,2026-01-13,1007,2033,12,3.29,1.453,0.0,Sale
528131,2026-06-26,1006,2032,6,7.96,4.813,0.15,Sale
518086,2025-09-04,1001,2125,6,5.2,2.636,0.0,Sale
528235,2026-06-28,1004,2098,24,4.14,1.785,0.15,Sale
507488,2024-09-23,1010,2166,6,5.25,2.49,0.0,Sale
504811,2024-05-07,1023,2159,12,18.5,11.686,0.0,Sale
500497,2023-08-11,1003,2054,12,3.2,1.394,0.05,Sale
512719,2025-04-05,1028,2076,12,6.9,3.796,0.0,Sale
512651,2025-04-03,1026,2038,12,5.56,3.386,0.15,Sale
503260,2024-02-23,1024,2065,12,13.9,9.168,0.0,Sale
504315,2024-04-14,1021,2063,12,16.9,8.974,0.1,Sale
519328,2025-10-20,1017,2074,6,5.2,3.007,0.15,Sale
518888,2025-10-03,1004,2175,24,4.14,1.704,0.0,Sale
512017,2025-03-17,1017,2122,48,5.05,2.968,0.0,Sale
525673,2026-04-20,1006,2036,6,7.96,4.891,,Sale
511043,2025-02-14,1013,2050,48,4.33,2.195,0.0,Sale
501862,2023-12-04,1023,2020,24,18.5,11.408,0.15,Sale
527392,2026-06-11,1024,2114,24,14.75,10.151,0.15,Sale
515413,2025-06-17,1028,2020,6,6.9,3.889,0.35,Sale
502498,2024-01-09,1006,2072,6,7.5,4.411,0.0,Sale
515254,2025-06-14,1023,2180,12,19.06,12.146,0.15,Sale
520732,2025-12-05,1013,2114,12,4.46,2.278,0.2,Sale
515354,2025-06-16,1005,2017,6,4.43,2.859,0.2,Sale
500857,2023-09-11,1025,2030,12,2.8,1.409,0.0,Sale
518424,2025-09-17,1017,2030,12,5.2,2.92,,Sale
524966,2026-03-31,1007,2147,6,3.29,1.513,0.1,Sale
511016,2025-02-13,1011,2009,24,9.17,5.837,0.0,Sale
511709,2025-03-07,1022,2162,24,8.86,4.285,0.0,Sale
505419,2024-06-07,1013,2125,24,4.2,2.07,0.05,Sale
517948,2025-09-01,1026,2082,12,5.73,3.537,0.0,Sale
512130,2025-03-19,1017,2058,24,5.05,2.881,0.1,Sale
528201,2026-06-27,1003,2026,12,3.39,1.581,0.15,Sale
520021,2025-11-13,1022,2108,24,9.12,4.192,0.0,Sale
513892,2025-05-08,1028,2074,24,6.9,3.793,0.1,Sale
511203,2025-02-19,1017,2075,6,5.05,2.93,0.0,Sale
503053,2024-02-13,1008,2035,24,6.2,3.479,0.0,Sale
519874,2025-11-07,1024,2172,48,14.75,9.276,0.0,Sale
509160,2024-12-11,1022,2091,12,8.86,4.1,0.15,Sale
504623,2024-04-29,1026,2128,12,5.4,3.422,0.05,Sale
501513,2023-11-10,1010,2082,12,5.1,2.318,0.0,Sale
505619,2024-06-14,1003,2144,12,3.2,1.479,0.15,Sale
507383,2024-09-16,1026,2180,12,5.56,3.382,0.15,Sale
519086,2025-10-10,1013,2050,6,4.46,2.204,0.0,Sale
505039,2024-05-17,1011,2069,48,8.9,5.581,0.1,Sale
523570,2026-02-20,1019,2103,12,9.97,4.767,0.0,Sale
515505,2025-06-19,1016,2175,24,6.49,3.407,0.15,Sale
502982,2024-02-08,1006,2091,6,7.5,4.376,0.0,Sale
508944,2024-12-05,1024,2145,12,14.32,9.266,0.15,Sale
512963,2025-04-11,1024,2158,24,14.32,9.182,0.0,Sale
509062,2024-12-09,1021,2083,12,17.41,9.272,0.25,Sale
503033,2024-02-12,1013,2035,24,4.2,2.109,0.0,Sale
520852,2025-12-08,1006,2121,6,7.96,4.687,0.25,Sale
504551,2024-04-25,1008,2074,24,6.2,3.633,0.0,Sale
504997,2024-05-15,1024,2051,12,13.9,9.025,0.05,Sale
524076,2026-03-05,1002,2058,24,5.94,3.535,0.0,Sale
507169,2024-09-02,1013,2087,12,4.33,2.175,0.0,Sale
523620,2026-02-22,1007,2148,12,3.29,1.5,0.15,Sale
519364,2025-10-21,1009,2163,12,4.67,2.029,0.0,Sale
507066,2024-08-26,1028,2096,12,6.9,3.59,0.0,Sale
515021,2025-06-10,1023,2059,48,19.06,12.596,0.05,Sale
520365,2025-11-26,1010,2046,12,5.41,2.507,0.05,Sale
500616,2023-08-21,1014,2158,24,9.8,6.676,,Sale
516243,2025-07-04,1015,2136,24,7.85,4.474,0.0,Sale
524879,2026-03-27,1022,2103,48,9.12,4.31,0.0,Sale
505917,2024-06-25,1010,2073,48,5.1,2.343,0.15,Sale
517070,2025-08-01,1029,2070,6,12.09,7.874,0.0,Sale
526920,2026-05-27,1022,2101,12,9.12,4.386,,Sale
506289,2024-07-10,1026,2023,12,5.56,3.309,0.05,Sale
522188,2026-01-12,1004,2120,24,4.14,1.686,0.0,Sale
511992,2025-03-16,1018,2155,12,11.54,5.864,0.0,Sale
527266,2026-06-08,1007,2115,12,3.29,1.458,0.15,Sale
508774,2024-12-01,1012,2031,24,14.94,9.888,0.2,Sale
513490,2025-04-27,1010,2138,12,5.25,2.531,0.0,Sale
523863,2026-02-28,1002,2026,12,5.94,3.469,0.0,Sale
510217,2025-01-15,1015,2071,24,7.62,4.392,0.0,Sale
521625,2025-12-25,1028,2033,24,7.11,3.827,0.2,Sale
509966,2025-01-07,1025,2063,12,2.88,1.419,,Sale
520969,2025-12-10,1002,2166,24,5.94,3.394,0.15,Sale
508634,2024-11-25,1008,2027,24,6.39,3.846,0.0,Sale
515896,2025-06-26,1003,2126,12,3.3,1.56,0.35,Sale
502265,2023-12-22,1023,2114,12,18.5,11.834,0.15,Sale
509908,2025-01-05,1017,2149,12,5.05,2.875,0.15,Sale
501184,2023-10-09,1003,2057,24,3.2,1.435,0.1,Sale
525318,2026-04-10,1003,2154,12,3.39,1.525,0.0,Sale
504404,2024-04-18,1025,2159,12,2.8,1.413,0.0,Sale
510951,2025-02-12,1014,2165,24,10.09,7.068,0.0,Sale
505785,2024-06-20,1014,2032,6,9.8,6.683,0.15,Sale
527917,2026-06-22,1022,2136,12,9.12,4.43,0.15,Sale
514843,2025-06-04,1026,2122,6,5.56,3.398,0.0,Sale
518547,2025-09-21,1020,2147,24,6.15,2.431,0.05,Sale
514882,2025-06-05,1028,2103,12,6.9,3.838,0.1,Sale
517793,2025-08-27,1009,2177,12,4.67,2.069,0.0,Sale
526866,2026-05-26,1003,2110,6,3.39,1.625,0.15,Sale
516787,2025-07-23,1018,2156,12,11.88,6.196,0.05,Sale
512352,2025-03-26,1003,2015,12,3.3,1.557,0.0,Sale
523502,2026-02-18,1013,2115,12,4.46,2.249,0.1,Sale
511749,2025-03-09,1011,2146,24,9.17,6.051,0.1,Sale
517033,2025-07-31,1023,2075,12,19.63,12.347,0.0,Sale
511314,2025-02-22,1005,2175,48,4.43,2.861,0.05,Sale
526750,2026-05-22,1017,2125,12,5.2,3.019,0.0,Sale
524548,2026-03-18,1004,2033,12,4.14,1.736,0.0,Sale
519676,2025-11-01,1012,2047,12,15.38,10.448,0.0,Sale
517049,2025-07-31,1009,2154,6,4.67,2.038,0.0,Sale
505452,2024-06-10,1015,2165,12,7.4,4.351,0.0,Sale
507686,2024-10-04,1008,2042,12,6.39,3.657,0.0,Sale
501383,2023-10-27,1013,2133,12,4.2,2.107,0.0,Sale
512031,2025-03-17,1023,2133,6,19.06,11.877,0.05,Sale
511509,2025-02-28,1002,2125,12,5.77,3.291,0.0,Sale
527938,2026-06-22,1028,2134,24,7.11,3.969,0.15,Sale
524480,2026-03-16,1009,2133,12,4.67,2.115,0.0,Sale
507497,2024-09-24,1003,2090,48,3.3,1.516,0.1,Sale
525135,2026-04-04,1020,2139,24,6.15,2.421,0.0,Sale
503784,2024-03-19,1021,2139,24,16.9,9.069,0.0,Sale
515012,2025-06-10,1005,2154,12,4.43,2.885,0.0,Sale
513385,2025-04-24,1012,2146,12,14.94,10.088,0.05,Sale
511499,2025-02-28,1025,2030,6,2.88,1.471,0.1,Sale
520735,2025-12-05,1023,2168,12,19.63,12.476,0.25,Sale
522018,2026-01-07,1004,2060,6,4.14,1.747,0.3,Sale
526342,2026-05-11,1013,2012,12,4.46,2.367,0.1,Sale
504330,2024-04-15,1011,2180,12,8.9,5.605,0.05,Sale
513251,2025-04-21,1002,2118,12,5.77,3.267,0.15,Sale
511271,2025-02-21,1003,2038,12,3.3,1.496,,Sale
524086,2026-03-06,1022,2132,12,9.12,4.276,0.2,Sale
513554,2025-04-29,1021,2004,12,17.41,9.634,0.0,Sale
524986,2026-03-31,1007,2070,12,3.29,1.449,0.0,Sale
513272,2025-04-22,1007,2034,6,3.19,1.362,0.0,Sale
503066,2024-02-13,1025,2052,24,2.8,1.437,0.1,Sale
526108,2026-05-04,1007,2134,12,3.29,1.455,0.0,Sale
508367,2024-11-11,1026,2178,6,5.56,3.262,0.05,Sale
510664,2025-02-01,1013,2103,24,4.33,2.235,0.0,Sale
515266,2025-06-14,1004,2155,6,4.02,1.688,0.15,Sale
528183,2026-06-26,1000,2033,6,2.55,1.205,0.15,Sale
508286,2024-11-06,1005,2026,24,4.43,2.724,0.0,Sale
508419,2024-11-13,1014,2133,12,10.09,7.114,0.0,Sale
526803,2026-05-24,1021,2048,12,17.93,9.941,0.0,Sale
518465,2025-09-18,1013,2112,6,4.46,2.211,0.05,Sale
524272,2026-03-11,1019,2167,24,9.97,4.729,,Sale
501799,2023-12-01,1017,2163,12,4.9,2.721,0.2,Sale
510091,2025-01-09,1017,2127,48,5.05,2.749,0.05,Sale
513078,2025-04-15,1001,2011,12,5.05,2.523,0.0,Sale
522000,2026-01-06,1023,2113,6,19.63,12.454,0.15,Sale
512273,2025-03-24,1006,2135,24,7.72,4.436,0.0,Sale
516632,2025-07-17,1019,2173,48,9.97,4.724,0.0,Sale
504333,2024-04-15,1012,2162,6,14.5,9.683,0.0,Sale
525499,2026-04-15,1028,2159,12,7.11,3.957,0.0,Sale
520390,2025-11-26,1029,2132,12,12.09,8.035,0.0,Sale
527385,2026-06-11,1007,2175,24,3.29,1.439,0.25,Sale
501685,2023-11-23,1003,2068,12,3.2,1.426,0.1,Sale
518067,2025-09-04,1023,2008,12,19.63,11.971,0.0,Sale
524064,2026-03-05,1018,2155,12,11.88,6.203,0.0,Sale
517499,2025-08-15,1001,2003,24,5.2,2.504,0.1,Sale
522496,2026-01-20,1020,2172,6,6.15,2.415,0.0,Sale
526654,2026-05-19,1013,2088,6,4.46,2.356,0.2,Sale
502872,2024-02-02,1010,2098,12,5.1,2.317,0.2,Sale
501570,2023-11-16,1005,2035,12,4.3,2.6,0.0,Sale
523641,2026-02-23,1013,2034,24,4.46,2.306,0.05,Sale
511820,2025-03-11,1021,2151,24,17.41,9.246,0.0,Sale
506218,2024-07-06,1024,2063,12,14.32,9.19,0.2,Sale
518525,2025-09-20,1009,2124,12,4.67,1.976,0.0,Sale
527773,2026-06-18,1029,2174,12,12.09,8.057,0.15,Sale
521965,2026-01-06,1009,2033,12,4.67,2.136,0.25,Sale
504856,2024-05-09,1029,2008,12,11.4,7.583,0.1,Sale
512526,2025-03-31,1018,2012,24,11.54,6.074,0.0,Sale
523407,2026-02-16,1022,2002,24,9.12,4.317,0.2,Sale
509410,2024-12-17,1013,2166,12,4.33,2.115,0.25,Sale
517118,2025-08-02,1012,2101,24,15.38,10.219,0.0,Sale
505145,2024-05-23,1011,2087,12,8.9,5.625,0.0,Sale
505485,2024-06-11,1011,2049,6,8.9,5.727,0.15,Sale
526681,2026-05-20,1021,2069,24,17.93,9.891,0.0,Sale
521302,2025-12-17,1020,2172,6,6.15,2.401,0.2,Sale
523082,2026-02-06,1004,2042,24,4.14,1.729,0.1,Sale
502136,2023-12-17,1029,2021,24,11.4,7.467,0.15,Sale
507947,2024-10-18,1017,2075,12,5.05,2.875,0.0,Sale
515593,2025-06-20,1019,2064,12,9.68,4.919,0.25,Sale
522663,2026-01-25,1004,2136,12,4.14,1.723,0.0,Sale
523317,2026-02-13,1008,2106,6,6.58,3.858,0.0,Sale
507145,2024-08-30,1015,2041,12,7.62,4.242,0.0,Sale
509389,2024-12-17,1023,2136,24,19.06,12.396,0.15,Sale
501171,2023-10-08,1026,2055,48,5.4,3.187,0.05,Sale
512518,2025-03-31,1006,2172,12,7.72,4.444,0.0,Sale
525610,2026-04-19,1006,2010,24,7.96,4.766,0.1,Sale
500496,2023-08-11,1014,2032,24,9.8,6.638,0.05,Sale
520661,2025-12-03,1011,2065,6,9.44,5.986,0.15,Sale
512229,2025-03-22,1013,2066,12,4.33,2.176,0.0,Sale
510519,2025-01-27,1023,2172,12,19.06,11.663,0.05,Sale
503263,2024-02-23,1010,2010,6,5.1,2.344,0.0,Sale
515397,2025-06-17,1028,2087,24,6.9,3.928,0.15,Sale
505234,2024-05-29,1021,2023,6,16.9,9.139,0.0,Sale
526119,2026-05-04,1028,2054,24,7.11,3.799,0.15,Sale
518866,2025-10-02,1003,2113,12,3.39,1.559,,Sale
514719,2025-06-01,1024,2035,12,14.32,9.337,0.1,Sale
507641,2024-10-02,1017,2040,6,5.05,2.791,0.05,Sale
503089,2024-02-14,1029,2160,12,11.4,7.269,0.0,Sale
507071,2024-08-26,1017,2115,12,5.05,2.8,0.0,Sale
507922,2024-10-18,1027,2056,24,1.96,1.133,0.0,Sale
522267,2026-01-14,1021,2035,24,17.93,9.732,0.15,Sale
518329,2025-09-13,1014,2148,6,10.4,7.28,0.0,Sale
502714,2024-01-23,1021,2152,12,16.9,9.011,0.2,Sale
515359,2025-06-16,1015,2056,6,7.62,4.374,0.15,Sale
517542,2025-08-17,1008,2159,12,6.58,3.693,0.0,Sale
523019,2026-02-04,1010,2164,6,5.41,2.624,0.05,Sale
520377,2025-11-26,1009,2016,12,4.67,2.06,0.05,Sale
511214,2025-02-20,1022,2152,24,8.86,4.111,0.0,Sale
517895,2025-08-29,1023,2054,24,19.63,12.578,0.0,Sale
513235,2025-04-21,1008,2157,24,6.39,3.858,0.0,Sale
509218,2024-12-12,1005,2160,6,4.43,2.745,0.15,Sale
515268,2025-06-14,1025,2106,12,2.88,1.447,0.3,Sale
504235,2024-04-11,1023,2056,48,18.5,11.861,0.0,Sale
520387,2025-11-26,1028,2062,12,7.11,3.91,0.15,Sale
508193,2024-10-31,1013,2128,6,4.33,2.213,0.0,Sale
513956,2025-05-11,1004,2153,12,4.02,1.644,0.0,Sale
501981,2023-12-10,1024,2145,24,13.9,8.89,0.15,Sale
509702,2024-12-30,1027,2073,24,1.96,1.088,0.0,Sale
506120,2024-07-02,1017,2053,48,5.05,2.778,0.0,Sale
518125,2025-09-05,1021,2032,24,17.93,9.393,0.0,Sale
900001,2025-01-13,1015,2110,-12,7.62,4.468,0.1,Return
500304,2023-07-26,1025,2157,24,2.8,1.408,0.0,Sale
502207,2023-12-20,1021,2070,6,16.9,8.772,0.2,Sale
526099,2026-05-04,1022,2148,6,9.12,4.34,0.0,Sale
509825,2025-01-02,1022,2166,12,8.86,4.115,0.15,Sale
519835,2025-11-06,1020,2029,12,6.15,2.462,0.0,Sale
527321,2026-06-09,1001,2150,12,5.2,2.671,0.0,Sale
506887,2024-08-14,1020,2022,6,5.97,2.272,0.1,Sale
526868,2026-05-26,1000,2106,6,2.55,1.18,0.1,Sale
525778,2026-04-23,1009,2147,12,4.67,2.145,0.0,Sale
508382,2024-11-12,1006,2108,24,7.72,4.555,0.0,Sale
515982,2025-06-28,1016,2041,12,6.49,3.447,0.15,Sale
518393,2025-09-16,1026,2015,12,5.73,3.373,0.0,Sale
517140,2025-08-03,1015,2067,12,7.85,4.479,0.0,Sale
506000,2024-06-27,1006,2140,6,7.5,4.387,0.15,Sale
521066,2025-12-13,1013,2052,48,4.46,2.264,0.2,Sale
520506,2025-12-01,1027,2113,6,2.02,1.195,0.2,Sale
517749,2025-08-25,1014,2156,12,10.4,7.47,0.0,Sale
526793,2026-05-24,1023,2117,12,19.63,12.557,0.0,Sale
525019,2026-04-01,1009,2151,12,4.67,2.103,0.0,Sale
509622,2024-12-24,1010,2028,12,5.25,2.374,0.0,Sale
500680,2023-08-26,1024,2170,12,13.9,8.521,0.0,Sale
526575,2026-05-18,1028,2061,12,7.11,3.937,0.0,Sale
515656,2025-06-23,1022,2019,12,8.86,4.265,0.15,Sale
527250,2026-06-07,1022,2136,24,9.12,4.426,0.0,Sale
522466,2026-01-20,1015,2141,24,7.85,4.591,0.05,Sale
518101,2025-09-05,1007,2161,12,3.29,1.458,0.2,Sale
525467,2026-04-14,1004,2034,6,4.14,1.714,0.0,Sale
504277,2024-04-12,1014,2078,12,9.8,6.897,0.0,Sale
517098,2025-08-01,1014,2034,24,10.4,7.156,0.0,Sale
517557,2025-08-18,1022,2029,24,9.12,4.218,0.0,Sale
520315,2025-11-24,1011,2116,24,9.44,5.937,0.0,Sale
512291,2025-03-25,1011,2166,48,9.17,5.788,0.0,Sale
509098,2024-12-09,1015,2087,12,7.62,4.426,0.25,Sale
506676,2024-08-03,1013,2154,12,4.33,2.118,0.0,Sale
517912,2025-08-30,1027,2106,6,2.02,1.159,0.0,Sale
522365,2026-01-16,1026,2030,12,5.73,3.599,0.0,Sale
500216,2023-07-18,1017,2052,24,4.9,2.731,0.0,Sale
520914,2025-12-09,1011,2173,6,9.44,6.125,0.15,Sale
503071,2024-02-13,1003,2119,24,3.2,1.455,0.0,Sale
510107,2025-01-10,1005,2047,12,4.43,2.817,0.05,Sale
520819,2025-12-07,1014,2114,12,10.4,7.474,0.15,Sale
507221,2024-09-05,1021,2032,12,17.41,9.478,0.05,Sale
504519,2024-04-24,1021,2029,12,16.9,9.075,0.0,Sale
519335,2025-10-20,1006,2180,12,7.96,4.539,0.1,Sale
